Uuid,Void/Retire,Same as mappings,Short name:en,Fully specified name:en,Fully specified name:fr,Data class,Data Type,Members,_version:1,_order:500
db3f2064-e3e5-450d-82d1-e07944d48430,,CIEL:74807;SNOMED:387105006,,Didanosine (DDI),Didanosine (DDI),Drug,N/A,,,
6744c8d5-ac9b-4552-ab55-6e9b2d235b75,,CIEL:75523;SNOMED:387001004,,Efavirenz (ENV or EFZ),Efavirenz (ENV ou EFZ),Drug,N/A,,,
da210f84-25d6-45a1-a8f4-7da11dadb24b,,SNOMED:874950001,,Efavirenz & Lamivudine & Tenofovir,Efavirenz & Lamivudine & Tenofovir,Drug,N/A,,,
55f59f64-9160-4a5a-865a-ac7bbaff3833,,CIEL:78643;SNOMED:386897000,,Lamivudine (3TC),Lamivudine (3TC),Drug,N/A,,,
dd2af8e4-fc75-4dc6-b66b-18cab45f01c5,,CIEL:161364;SNOMED:1268681000,,Lamivudine & Tenofovir,Lamivudine & Tenofovir,Drug,N/A,,,
63405d09-cdb2-4ced-995d-fa4eef9f8781,,CIEL:794;SNOMED:776569000,,Lopinavir & Ritonavir (LPV/r),Lopinavir & Ritonavir (LPV/r),Drug,N/A,,,
1bcc8df8-076b-46f6-afc0-c1cbf9e33438,,CIEL:80586;SNOMED:386898005,,Nevirapine (NVP),Névirapine (NVP),Drug,N/A,,,
dc93032f-aff4-445f-bc64-c4524ca314ac,,CIEL:84795;SNOMED:422091007,,Tenofovir,Ténofovir,Drug,N/A,,,
e14ca630-37ba-4a2b-94ac-fd2c3fa01d10,,CIEL:86663;SNOMED:387151007,,Zidovudine (AZT),Zidovudine (AZT),Drug,N/A,,,
72e3dc8b-9d9c-4978-b3a7-773df0045460,,CIEL:630;SNOMED:776469003,,Zidovudine & Lamivudine (AZT/3TC),Zidovudine & Lamivudine (AZT/3TC),Drug,N/A,,,
32369173-ba00-455c-a85e-b0377e24a948,,SNOMED:776467001,,Zidovudine & Lamivudine & Nevirapine (AZT/3TC/NVP),Zidovudine & Lamivudine & Nevirapine (AZT/3TC/NVP),Drug,N/A,,,
4f60c141-9051-4f22-a4b1-f286e17681a8,,CIEL:886;SNOMED:1861000221106,,BCG vaccine,BCG vaccine,Drug,N/A,,,
b5a7051e-b3c0-4aa7-b4aa-9b5a3b64e1af,,CIEL:166154;SNOMED:1119349007,,Moderna Covid 19 Vaccine,Moderna Covid 19 Vaccine,Drug,N/A,,,
0158e0b1-5fe4-4238-b06d-7fdede7b261a,,CIEL:167041;SNOMED:1119305005,,Pfizer-BioNTech Covid 19 Vaccine,Pfizer-BioNTech Covid 19 Vaccine,Drug,N/A,,,
0d4c670b-5107-4c4f-8bb8-0e564b54f980,,CIEL:166355,,Johnson & Johnson Covid 19 Vaccine,Johnson & Johnson Covid 19 Vaccine,Drug,N/A,,,
556d6907-f002-42e9-96ba-af6c6f4b6d2e,,CIEL:783;SNOMED:1051000221104,,Oral polio vaccine (OPV),Vaccin polio oral (VPO),Drug,N/A,,,
e981d07a-3541-4c09-9916-cc1460757c7b,,CIEL:1422;SNOMED:871740006,,Polio Vaccine-Inactivated Vaccine (IPV),Vaccin antipoliomyélitique inactivé (VPI),Drug,N/A,,,
7a849926-646e-4e96-948e-68dfe6272591,,CIEL:162586;SNOMED:871817003,,Measles Rubella Vaccine (MR),Vaccin rubéole rougeole (RR),Drug,N/A,,,
613c8c54-a1f5-435c-a1f0-ec9beaa42d06,,CIEL:1685;SNOMED:2081000221102,,Pentavalent Vaccine (Penta),Pentavalent Vaccine (Penta),Drug,N/A,,,
7dc377e9-793c-4ad5-8d79-59811de57d31,,CIEL:83531;SNOMED:871761004,,Rotavirus Vaccine (Rota),Vaccin rotavirus (Rota),Drug,N/A,,,
51ef2b9a-2ac7-4903-9594-c1bdb88eb10d,,CIEL:17;SNOMED:871826000,,Diphtheria Tetanus Vaccine (DT),Vaccin diphtérique tétanique (dT),Drug,N/A,,,
59381959-d0c2-4bfb-9da5-fbf75a046827,,CIEL:781;SNOMED:871875004,,Diphtheria Tetanus Pertusis Vaccine (DTP),Vaccin diphtérique tétanique coquelucheux (DTP),Drug,N/A,,,
c1c2676e-0533-40f7-89b4-f6f071817e02,,CIEL:82215;SNOMED:51451000087105,,Pneumococcal Vaccine (PCV13),Vaccin pneumocoque (PCV13),Drug,N/A,,,
c5032f5b-11b8-49f2-a183-bd3d3a95df31,,UNK:7495644396,,Ready-to-Use Supplementary Foods,Aliments Suplementaires Prets a l'emploi (ASPE),Drug,N/A,,,
92836bbe-aa15-458f-97d6-96da0a5a2345,,SNOMED:373508009,,Aminophyllin,Aminophylline,Drug,N/A,,,
51aba50f-c957-494b-aae9-c8137e56d303,,SNOMED:1193678001,,Biperidene lactate,Lactate de bipéridène,Drug,N/A,,,
c731f7a1-669d-43fe-89b4-1cc4655c7156,,UNK:4230519484,,Calcium & vit,Calcium & vit,Drug,N/A,,,
ebe04ba6-768f-42e5-9933-a5449b51a210,,CIEL:70229;SNOMED:32519007,,Activated charcoal,Charbon activé,Drug,N/A,,,
a67db321-80d4-41f0-be6a-24f50d11c804,,CIEL:73455;SNOMED:372495006,,Cisatracurium,Cisatracurium,Drug,N/A,,,
f4392a22-8b70-44b1-ae74-78ea084b76ef,,SNOMED:387346007,,Clomifen citrate,Clomifen citrate,Drug,N/A,,,
28ed2e52-c83c-4956-95f2-0b4cf1c27655,,UNK:1108250861,,Cortisone & antibiotic & antimycotic,Cortisone & antibio & antimycosique,Drug,N/A,,,
18b4fab2-68da-4ea4-9f05-4664ac6d855d,,SNOMED:119777600,,Dextran in NaCl,Dextrane dans NaCl,Drug,N/A,,,
14146168-c1af-414c-b211-679cf1952d3d,,CIEL:75687;SNOMED:372562003,,Enoxaparin,Énoxaparine,Drug,N/A,,,
e198d906-4a82-42bb-bc03-38d8083ca324,,CIEL:75720;SNOMED:387358007,,Ephedrine,éphédrine,Drug,N/A,,,
62313920-a030-48fa-aa97-db7b3afadaba,,CIEL:75872;SNOMED:372847006,,Esmolol,Esmolol,Drug,N/A,,,
153a837f-9c6b-4011-b062-0add78571d1a,,CIEL:76021;SNOMED:387218008,,Etomidate,Etomidate,Drug,N/A,,,
1a615bb7-2fc4-419c-98b9-93f05e3953b8,,CIEL:76253;SNOMED:386879008,,Fenofibrate,Fénofibrate,Drug,N/A,,,
0a5315d5-9599-43ac-868a-96a4278a617a,,SNOMED:776023009,,Fer elementaire & Acide folique,Fer elementaire & Acide folique,Drug,N/A,,,
56a2f553-a2f8-4a85-b66d-b6d0db670515,,CIEL:76500;SNOMED:387575000,,Flumazenil,Flumazénil,Drug,N/A,,,
9643b503-02ec-4fde-aeb1-a293dc8d7c75,,CIEL:77083;SNOMED:387122008,,Glycopyrrolate,Glycopyrrolate,Drug,N/A,,,
b07006a3-62c1-485a-b8ef-af0de629d04c,,SNOMED:387578003,,Hialorunate de Na+,Hialorunate de Na+,Drug,N/A,,,
bd8f1042-b1bd-4bb2-8b3b-fbda065e371f,,UNK:9366894183,,Hialorunate de Na+ et oxymetazoline,Hialorunate de Na+ et oxymetazoline,Drug,N/A,,,
3673e2b5-63bd-400a-a499-87d15e50d8a7,,UNK:3442160876,,Hydrocortisone hemorrhoidal,Hydrocortisone hémorroïdaire,Drug,N/A,,,
7055f997-aef8-4c05-9b18-6e002c6add03,,SNOMED:80834004,,Rabies immunoglobulins,Immunoglobulines antirabiques,Drug,N/A,,,
13c78cde-f14e-4ce9-94db-67e549dc8903,,SNOMED:386127005,,Formula Milk,Formule Lait,Drug,N/A,,,
4c7472fd-a025-49a1-bdca-ffd7d4fd766f,,SNOMED:775788003,,Lidocaine w & epinephrine dental,Lidocaine w & epinephrine dental,Drug,N/A,,,
89ed13af-d803-46dc-a1f2-3db6c5b8969b,,CIEL:79574;SNOMED:387298007,,Meperidine,Mépéridine,Drug,N/A,,,
9cf2bb23-9d7c-4281-862c-aa1e5ed94802,,UNK:9575719438,,MTV & Fer gttes (pr neonato),MTV & Fer gttes (pr neonato),Drug,N/A,,,
3009dd8b-d64f-44a0-ba23-2e33ca11279b,,SNOMED:372860000,,Nitroprussiate,Nitroprussiate,Drug,N/A,,,
70298171-26e2-4e1c-8b46-036b09e52af9,,CIEL:80779;SNOMED:45555007,,Noradrenaline,Noradrénaline,Drug,N/A,,,
8f63ffb3-f3cc-4242-8de4-1c1b097a14ad,,SNOMED:1354756004,,Parenteral nutrition (peripheral at least),Nutrition parentérale (périphérique au moins),Drug,N/A,,,
677d828f-8b7f-4fae-9391-f726b4eae941,,SNOMED:44446004,,Petroleum,Pétrole,Drug,N/A,,,
1fe88165-4877-427f-846e-b3b310039f15,,CIEL:82696;SNOMED:372910007,,Propafenone,Propafénone,Drug,N/A,,,
a90d51dd-bd38-4534-8ff6-d363d7f11fb0,,SNOMED:80582002,,Glycerin,glycérine,Drug,N/A,,,
c7eb7c7d-55d5-4163-acc4-35b14b715a96,,CIEL:72505;SNOMED:387150008,,Bupivacaine,Bupivacaïne,Drug,N/A,,,
5f373a4f-5793-4660-9868-87df0eca033a,,CIEL:82743;SNOMED:387203007,,Propylthiouracil,Propylthiouracile,Drug,N/A,,,
3ea17ac3-945f-48aa-a651-cd61ee838e97,,CIEL:82762;SNOMED:64520006,,Protamine sulfate,Sulfate de protamine,Drug,N/A,,,
3ab0a0ea-241d-42f4-8f86-b256c848f947,,CIEL:83902;SNOMED:372572000,,Sildenafil,Sildénafil,Drug,N/A,,,
fb7fc6f2-d105-4063-a35a-113e71857c5a,,CIEL:84359;SNOMED:395889004,,Streptokinase,Streptokinase,Drug,N/A,,,
c02185e2-eee3-4f1a-bb99-501d565499cd,,CIEL:84668;SNOMED:373345002,,Tamoxifen,Tamoxifène,Drug,N/A,,,
d22ab275-609b-458b-ba00-b9697af0bd41,,CIEL:85185;SNOMED:373548001,,Tobramycin,Tobramycine,Drug,N/A,,,
a52f6561-87d2-4f1c-b173-42ed8d27aaa7,,SNOMED:37237003,,Tocopherol,Tocophérol,Drug,N/A,,,
fb9b6f7f-af33-4988-8865-7e2b7ea20f92,,CIEL:166112;SNOMED:77671006,,Vasopressin,Vasopressine,Drug,N/A,,,
f2300d2e-7751-4504-aff4-7d8f68e14165,,UNK:2133146215,,Vitamins A and D,Vitamines A et D,Drug,N/A,,,
eac72f49-5761-42bd-94f5-d2ea19810bd1,,CIEL:74778,,Voltaren,Voltarène,Drug,N/A,,,
a5a5aaf1-541e-4ca6-9753-bd4b0e479f81,,CIEL:73449;SNOMED:372840008,,Ciprofloxacin,Ciprofloxacine,Drug,N/A,,,
136d7f67-07d7-48f3-9bc8-8b275f0d45c3,,SNOMED:387442005,,Simeticone,Simeticone,Drug,N/A,,,
bb9c9e33-00db-4f9f-b230-adde3df9b092,,SNOMED:429663004,,Primoquine,Primoquine,Drug,N/A,,,
aefe36c3-3294-4899-b113-8d09218d58dc,,SNOMED:23433006,,Calciferol,Calciferol,Drug,N/A,,,
497457dc-48c1-40f9-8261-0bd9f4bf6b21,,SNOMED:372682005,,Dyphenhydramine,Dyphenhydramine,Drug,N/A,,,
48bcdab5-adb0-4229-aef3-1168a51c2932,,UNK:7304400435,,Eucalyptus & Diphenhydramine & Phenylephrine,Eucalyptus & Diphenhydramine & Phenylephrine,Drug,N/A,,,
a5a5aaf1-541e-4ca6-9753-bd4b0e479f81,,CIEL:73449;SNOMED:372840008,,Ciprofloxacin,Ciprofloxacine,Drug,N/A,,,
136d7f67-07d7-48f3-9bc8-8b275f0d45c3,,UNK:6009959906,,Someticone,Someticone,Drug,N/A,,,
984e4058-d87f-489f-a28d-138c90565666,,CIEL:83919;SNOMED:373483000,,Silver Nitrate,Silver Nitrate,Drug,N/A,,,
a546446e-e789-4d02-b02f-c938c6bd373f,,UNK:3505395875,,Boric acid & Antipyrine & Ephedrine,Acide borique & Antipyrine & Ephedrine,Drug,N/A,,,
252159dc-3a8c-4587-801f-762118de992c,,SNOMED:774758003,,Belladona & Phenobarbital,Belladona & Phenobarbital,Drug,N/A,,,
8f8920be-f144-4fba-b4db-d32940dcea04,,UNK:2507258819,,Dequalinium & Lidocaine,Déqualinium & Lidocaïne,Drug,N/A,,,
05130695-8005-4d57-a803-111265f0f4c1,,UNK:9381834494,,Diclofenac & Vitamin B complex,Diclofénac & Complexe de vitamine B,Drug,N/A,,,
66c997ab-d252-43e5-94ca-b5925a60fdbb,,UNK:1300952402,,Diclofenac & Methocarbamol & Paracetamol,Diclofenac & Methocarbamol & Paracetamol,Drug,N/A,,,
5dd3d4a7-5389-4213-94a9-95c193b8b144,,UNK:9734155517,,Diclofenac & B complex & Chlorzoxasone (Orthoflex),Diclofenac & B complex & Chlorzoxasone (Orthoflex),Drug,N/A,,,
5ac2861d-71e9-4488-bf29-449d555ddfcb,,UNK:4700615446,,Diosmine & Hesperidine,Diosmine & Hesperidine,Drug,N/A,,,
909ea570-031b-422e-b28d-17b7f492a1b9,,CIEL:76861;SNOMED:387189002,,Gemfibrozil,Genfibrozil,Drug,N/A,,,
1d47e474-4ae6-4e47-9b69-2ce6ed7399ac,,UNK:6911815432,,Glucosamine & Chondroitin,Glucosamine & Chondroitin,Drug,N/A,,,
a30dc1f2-a26b-4bc0-90a4-e7eb7feea473,,SNOMED:12096000,,Nystatin & Zinc Oxide,Nystatine et oxyde de zinc,Drug,N/A,,,
bcf73538-3f39-4429-a30d-8499609942cd,,UNK:3660350261,,Multivitamin & Iron,Multivitamines et fer,Drug,N/A,,,
d644e9bd-7ae2-4ef3-b7b7-739816051213,,CIEL:81765;SNOMED:387522004,,Pentoxifylline,Pentoxifylline,Drug,N/A,,,
792871a0-4a52-4e5d-bdd2-4fd49d636227,,UNK:3649900361,,Podophillin,Podophylline,Drug,N/A,,,
916e4268-45b9-4db4-b273-1d5b4a6539b3,,CIEL:72241;SNOMED:82075003,,Bismuth subsalicylate,Sous-Salicylate de bismuth,Drug,N/A,,,
befb3cf7-b773-4bae-903f-7eeb62a7ab64,,CIEL:77795;SNOMED:387314007,,Hydroxyurea,Hydroxyurée,Drug,N/A,,,
e140fc36-0987-4dcf-9854-e3fed9682c82,,SNOMED:39359008,,Phenoxy penicillin,Phénoxy pénicilline,Drug,N/A,,,
393b2c77-d2d9-475f-8c67-b35f9d5afc6a,,UNK:4216333620,,Extrait d'Artichaut (Bilvit) solution,Extrait d'Artichaut (Bilvit) solution,Drug,N/A,,,
56032611-cbb1-422d-91c4-eddb13684a4d,,UNK:9047977867,,Soufre savon,Soufre savon,Drug,N/A,,,
846f0b27-0bbe-4cd0-afe6-6b0763188ff1,,UNK:8061988157,,Rowatinex,Rowatinex,Drug,N/A,,,
ede5d881-3675-4238-ba10-9e8de8d13400,,UNK:6957752329,,Benzocaine & Enoxolone & Dodeclonium & Esculoside (Sédorrhoide) Onguent hemmorroidal,Benzocaine & Enoxolone & Dodeclonium & Esculoside (Sédorrhoide) Onguent hemmorroidal,Drug,N/A,,,
a11e3d16-8825-4ca2-b066-670387168c37,,UNK:2267995404,,Pyrilamine & Gaicolate de Glycerol & Ephedrine Sirop,Pyrilamine & Gaicolate de Glycerol & Ephedrine Sirop,Drug,N/A,,,
