Uuid,Void/Retire,Same as mappings,Short name:en,Fully specified name:en,Fully specified name:fr,Data class,Data Type,Members,_version:1,_order:500
72c81a79-f281-40ac-a54c-bed78c89e385,,CIEL:73048;SNOMED:116081000,,Celecoxib,Célécoxib,Drug,N/A,,,
f381801c-7c75-4ab9-bdfe-3caa07175dfc,,CIEL:72660;SNOMED:387307005,,Calcium Carbonate,Carbonate de calcium,Drug,N/A,,,
da550975-a6c3-47f2-b568-1e2e749644c7,,SNOMED:387143009,,Glipizide Er,Glipizide Er,Drug,N/A,,,
2dc41359-1deb-4a83-b5ae-82c7df066bb4,,CIEL:71812;SNOMED:5220000,,Bacitracin,Bacitracine,Drug,N/A,,,
984a9a0b-13f6-4bb4-b55d-c51d5ce225c9,,CIEL:80945;SNOMED:387048002,,Nystatin,Nystatine,Drug,N/A,,,
0f5a1ae5-e52f-4252-96c4-895487daa4ff,,CIEL:86028;SNOMED:96098007,,Valacyclovir,Valacyclovir,Drug,N/A,,,
18e51e1e-544c-4716-a87b-79748cb46229,,UNK:6787400172,,Gamma-Hexachlorocyclohexane,Gamma-hexachlorocyclohexane,Drug,N/A,,,
43338e03-ed88-43c9-af23-995d91b94c0d,,UNK:8547906237,,Amoxicillin & Clauvulanate,Amoxicilline et clauvulanate,Drug,N/A,,,
3c1e94bf-2892-461c-8d95-32bd533802a6,,CIEL:73043;SNOMED:372833007,,Cefuroxime,Céfuroxime,Drug,N/A,,,
0fef4696-0ca0-4d5d-9fd2-69735171412f,,UNK:4218633819,,Atovaquone & Proquanil,Atovaquone et proquanil,Drug,N/A,,,
c5a918a7-e968-4836-b8c3-15f7e1b22373,,CIEL:104676;SNOMED:776017004,,Fluticasone & Salmeterol,Fluticasone et salmeterol,Drug,N/A,,,
04cda318-f9d2-4c09-bf27-8597b9bbdc68,,CIEL:103955;SNOMED:774925003,,Budesonide & Formoterol,Budésonide et formotérol,Drug,N/A,,,
39aee96f-314c-4535-a249-171b4191b70f,,SNOMED:776019001,,Fluticasone Furoate & Vilanterol,Furoate de fluticasone et vilanterol,Drug,N/A,,,
6ad5a53a-4d46-475e-9de9-d16a4ee9bbfe,,CIEL:85157;SNOMED:409169006,,Tiotropium,Tiotropium,Drug,N/A,,,
7e31f224-d756-41e6-9fd0-eb5ce3985460,,CIEL:72484;SNOMED:395726003,,Budesonide,Budésonide,Drug,N/A,,,
445f380a-f693-4100-9c9a-e43b73635039,,CIEL:70460;SNOMED:372897005,,Albuterol,Albutérol,Drug,N/A,,,
55db5ea6-2a10-4782-acbf-6971017de4b6,,CIEL:78752;SNOMED:116090007,,Levabuterol,Levabutérol,Drug,N/A,,,
5a26faba-ca4c-458c-9f41-2a75e242694e,,SNOMED:8030004,,Polyethylene Glycol,Polyéthylene glycol,Drug,N/A,,,
1a88b47f-b42f-414c-a159-c0261634441d,,CIEL:75121;SNOMED:387088007,,Docusate Sodium,Docusate de sodium,Drug,N/A,,,
e0e07cd2-9da6-492f-bbfa-8599e87ad9a4,,SNOMED:387162007,,Senna,Séné,Drug,N/A,,,
2950f6c0-e75a-458e-9585-4096b9c759bf,,CIEL:79053;SNOMED:386884002,,Loratadine,Loratadine,Drug,N/A,,,
1d4d3f02-ccf9-4c9e-b321-486b75c50924,,CIEL:75015;SNOMED:372682005,,Diphenhydramine,Diphenhydramine,Drug,N/A,,,
8d27dba5-b2ee-4f02-acb7-49e63267cdfe,,CIEL:82453;SNOMED:116602009,,Prednisone,Prednisone,Drug,N/A,,,
fefa8262-934f-49c5-827f-be9533a4cd94,,SNOMED:777074005,,Tramadol & Acetaminophen,Tramadol et acétaminophen,Drug,N/A,,,
85be45f9-2e97-4427-a1f8-0d3b830bef11,,UNK:0866135662,,"Peanut, Sugar, Vegetable oil, Milk, Vitamins, minerals","Peanut, Sugar, Vegetable oil, Milk, Vitamins, minerals",Drug,N/A,,,
4d159957-5f5c-444c-9637-8ab41e564f1f,,CIEL:74101;SNOMED:373779004,,Cyclobenzaprine,Cyclobenzaprine,Drug,N/A,,,
874d6f27-5c77-46fd-9d55-56e8880c9c03,,CIEL:75875;SNOMED:396047003,,Esomeprazole,Esoméprazole,Drug,N/A,,,
6315c226-01f6-4c59-9332-74f5347c3ef7,,CIEL:81834;SNOMED:410457007,,Permethrin,Perméthrine,Drug,N/A,,,
965b643b-c07e-4959-8476-172e4aa5c4f9,,SNOMED:372738006,,Miconozole,Miconozole,Drug,N/A,,,
af2ea7b7-e1f3-4e26-be0d-7d67242b8fd4,,SNOMED:387204001,,Tolnoftate,Tolnoftate,Drug,N/A,,,
4ceec0ac-5c27-4c46-bb21-73dde18d02bd,,CIEL:78849;SNOMED:387480006,,Lidocaine,Lidocaïne,Drug,N/A,,,
1b296ced-55cc-48b7-96c3-9447267d1302,,CIEL:72075;SNOMED:387263009,,Benzyl Benzoate,Benzoate de benzyl,Drug,N/A,,,
37466129-caab-4a63-b050-95f6d7024ef6,,CIEL:77071;SNOMED:384978002,,Glyburide,Glyburide,Drug,N/A,,,
73e70d41-9b9c-467d-b7a8-8ca548d34031,,CIEL:72987;SNOMED:387270009,,Cefaclor,Céfaclor,Drug,N/A,,,
fdb394d2-4ed8-4a8f-be4b-a37e3a783537,,CIEL:76174;SNOMED:387557001,,Famciclovir,Famciclovir,Drug,N/A,,,
42bd60df-ddbb-402e-afb0-55479036d9c2,,CIEL:79944;SNOMED:372653009,,Minocycline,Minocycline,Drug,N/A,,,
be063ef1-5a35-491c-b521-fd93bcad0117,,CIEL:73546;SNOMED:372786004,,Clindamycine,Clindamycine,Drug,N/A,,,
587a6e6e-3675-4c92-bac0-a5c99ce1425e,,SNOMED:775502001,,Tobramycin & Dexamethasone,Trobramycine & Dexaméthasone,Drug,N/A,,,
fb23af41-6811-4e45-b0ee-dc1c0e2239cb,,CIEL:79743;SNOMED:116593003,,Methylprednisolone,Méthylprednisolone,Drug,N/A,,,
17faad0f-246e-40fa-ba44-182e08ad51e5,,CIEL:84898;SNOMED:372673004,,Tetrahydrozoline,Tétrahydrozoline,Drug,N/A,,,
8f446491-b746-43ae-bb22-1511aa0c5e29,,CIEL:76355;SNOMED:372522002,,Fexofenadine,Fexofenadine,Drug,N/A,,,
0e35f48a-437d-4f32-8b83-bfb20c814457,,CIEL:77204;SNOMED:87174009,,Guaifenesin,Guaifénésine,Drug,N/A,,,
73e97253-5b15-4893-bd83-d4aca5f57eb7,,SNOMED:703922001,,Aclidinium Bromide,Bromure d'aclidinium,Drug,N/A,,,
dbd7f53b-ea41-4cdd-bfe1-32d47536b469,,SNOMED:774587000,,Amoxicillin & Clauvulanic Acid,Amoxicillin et acide clauvulanique,Drug,N/A,,,
5a2b62f9-6254-4ef1-925b-0224f8dfefb1,,SNOMED:774693003,,Atovaquone & Proquanil hydrochloride,Atovaquone et chlorihydrate de proquanil,Drug,N/A,,,
f5e348b5-ecd5-47cf-9a37-78e7ef08978d,,CIEL:72806;SNOMED:387160004,,Captopril,Captopril,Drug,N/A,,,
7c929bab-b652-4ef1-b0de-6d98c6cee180,,SNOMED:53136009,,Chloroquine phosphate,Phosphate de chloroquine,Drug,N/A,,,
213140e7-8ea5-467e-8915-014de88149b2,,SNOMED:411213001,,Corticosteroid,Corticostéroïdes,Drug,N/A,,,
8d26417d-5d45-4ca8-9d91-c18ae5792c8b,,SNOMED:373380003,,Emollient Lotion,Lotion émolliente,Drug,N/A,,,
bbd3baa3-64bc-443d-b794-d684b413d7dd,,CIEL:75843;SNOMED:10270000,,Erythromycin estolate,Estolate érythromycine,Drug,N/A,,,
d49e1658-7a16-41d2-8937-4c785a8f6d4b,,CIEL:76342;SNOMED:71724000,,Ferrous sulfate,Sulfate ferreux,Drug,N/A,,,
59c4799f-151b-4479-a9c8-a05a27893d29,,SNOMED:397192001,,Fluticasone spray,Fluticasone en vaporisateur,Drug,N/A,,,
3332a02d-c154-45e8-ae0a-b9d36c899770,,SNOMED:774416002,,Hydrocortisone & Acetic Acid,Hydrocortisone et acid acétique,Drug,N/A,,,
36b65481-8912-496e-b26a-10da10cd1d4e,,SNOMED:776388006,,Iptratropium bromide & albuterol,Bromure d'iptratropium et albuterol,Drug,N/A,,,
6a5c3069-492d-4aa3-99a1-93497fb3d1c9,,CIEL:78657;SNOMED:386888004,,Lansoprazole,Lansoprazole,Drug,N/A,,,
6ff87358-869f-4756-b74d-dda05de51848,,SNOMED:108419004,,Odansetron hydrochloride,Hydrochlorure d'odansetron,Drug,N/A,,,
28001e9e-9369-421a-8e01-f2d9d68f0784,,SNOMED:243222002,,Oral rehydration therapy,Thérapie de rehydration orale,Drug,N/A,,,
8540ed16-f5ba-4abb-b707-6abd20032a84,,CIEL:82734;SNOMED:65088001,,Propranolol hydrochloride,Hydrochlorure de propranolol,Drug,N/A,,,
f7977809-0fbe-47a4-8905-e375bcb31f3f,,UNK:5917933386,,Saline flush,Saline flush,Drug,N/A,,,
516e7c1e-9019-4c19-a853-862e4a8fd8c1,,CIEL:84453;SNOMED:372676007,,Sulfacetamide,Sulfacetamide,Drug,N/A,,,
33bf57ae-526a-469f-8e88-a2fd07bd9da9,,UNK:6238048436,,Tiotropium powder,Poudre de tiotropium,Drug,N/A,,,
e28a653a-d7fc-4158-989f-9515963ea3db,,CIEL:103772;SNOMED:774729001,,Triple antibiotic,Antibiotique triple,Drug,N/A,,,
70f0f39c-9a43-4902-9f56-d7f8007f5c6c,,SNOMED:50121007,,Eye glasses,Lunettes,Drug,N/A,,,
3fc18bdb-948e-4573-add5-37d75853daf6,,SNOMED:16349000,,Orthopedic device,Appareil orthopédique,Drug,N/A,,,
b88ca045-2707-4fff-b383-89840293334d,,UNK:9087356076,,Heatwrap,Heatwrap,Drug,N/A,,,
84bb5c70-878b-45c3-96e7-3282e4121e02,,SNOMED:373542000,,Alpha Methyl Dopa,Alpha Métyl Dopa,Drug,N/A,,,
07470e7f-f959-4344-89f6-8e6a0f442bef,,CIEL:71390;SNOMED:777153007,,Antipyrine,Antipyrine,Drug,N/A,,,
66de98f3-03e1-4733-9534-1f59dee19429,,SNOMED:372683000,,Apetamine,Apetamine,Drug,N/A,,,
a6ba4400-1db2-4d47-854f-3342204995ba,,CIEL:77675;SNOMED:387125005,,Apressoline,Apressoline,Drug,N/A,,,
ca2598c9-64d9-475a-b506-b6cc81741a61,,UNK:1948436920,,Bebe Sirop,Bébé Sirop,Drug,N/A,,,
7736310e-38d7-4a06-804b-086874b76876,,CIEL:72401;SNOMED:708561003,,Bromhexine,Bromhexine,Drug,N/A,,,
a4615855-e041-4352-baae-339940d274f7,,SNOMED:774587000,,Co-Amoxiclav,Co-Amoxiclav,Drug,N/A,,,
b50b13e1-4188-447d-8fbc-bd29fb91daa3,,UNK:9539832615,,Dolex,Dolex,Drug,N/A,,,
ec4cfcae-c438-48fb-b2e5-e696d7172270,,SNOMED:780831000,,Dypirone,Dypirone,Drug,N/A,,,
5f9d24b2-ac16-40eb-be4c-ab16af8f8faa,,CIEL:75805;SNOMED:395975005,,Ergotamine,Ergotamine,Drug,N/A,,,
d1274833-6c0e-480c-9c0a-b656156e6e7f,,SNOMED:775952002,,Ferrous Folate,Fer Folate,Drug,N/A,,,
f83db0a5-cf84-4d4e-a3bc-32eff500c578,,UNK:6344838614,,Fungobacter,Fongobacter,Drug,N/A,,,
e6701098-9f0e-41f9-9c9d-fcdb57715bef,,CIEL:77032;SNOMED:387143009,,Glipizide,Glipizide,Drug,N/A,,,
c1131909-2911-4aa2-8b6c-ae7927f0ee90,,CIEL:159458;SNOMED:384978002,,Glibenclamide,Glibenclamide,Drug,N/A,,,
c9c0c627-7ba6-4880-a702-cfc985a296fa,,SNOMED:372807004,,Griseofulvine,Griséofulvine,Drug,N/A,,,
7dc18dde-ad3f-405a-be1e-8fc15a01cd91,,CIEL:79764;SNOMED:372826007,,Metoprolol,Metoprolol,Drug,N/A,,,
b39478da-e45b-441d-9964-e552a2e1ac6f,,SNOMED:776775006,,Metronidazole and Nystatin,Metronidazole et Nystatin,Drug,N/A,,,
dee29eca-5758-4d7f-a98d-9a20551aaac3,,CIEL:80514;SNOMED:373528008,,Neomycin,Neomycine,Drug,N/A,,,
a86aa3b5-1e6e-4eb0-bc3c-e564d60eb490,,CIEL:103841;SNOMED:774795003,,Benzocaine-Chloroxylenol,Benzocaïne-chloroxylénol,Drug,N/A,,,
3fc5c46f-9c31-46ef-b96e-a12216f93a62,,CIEL:83925;SNOMED:387442005,,Simethicone,Siméthicone,Drug,N/A,,,
3cba8193-4ffd-4cc3-828b-3269da016da5,,CIEL:83936;SNOMED:387584000,,Simvastatin,Simvastatine,Drug,N/A,,,
0f57f6ea-d4bf-4291-98a0-81eacbb8b49f,,CIEL:84178;SNOMED:19839007,,Sorbitol,Sorbitol,Drug,N/A,,,
8836eada-b012-423d-bb77-e4da796f5885,,SNOMED:437867004,,"Acetaminophen,Pseudo-ephedrine,Dextrometorphan,Chlorpheniramine","Acétaminophene,pseudo-éphédrine,dextrométorphane,chlorphéniramine",Drug,N/A,,,
b7bab21f-5d84-4e48-b056-bdc25e696365,,SNOMED:787952005,,Vitamin C,Vitamine C,Drug,N/A,,,
e0cf9a43-ec8a-4b41-a856-688983c1a974,,SNOMED:52518006,,Amino Acids and Vitamins,Acides aminés et vitamines,Drug,N/A,,,
b2727136-70f5-470b-81a2-26aeff3f346f,,SNOMED:779205005,,"Levonorgestrel, Ethinylestradiol","Levonorgestrel, Ethinylestradiol",Drug,N/A,,,
71eb922d-5a51-415a-a838-8a815280abfa,,CIEL:78796;SNOMED:126109000,,Levonorgestrel,Levonorgestrel,Drug,N/A,,,
6533b40f-a783-435f-9c92-19d5e7343d98,,SNOMED:126112002,,Medroxyprojesterone acetate,Medroxyprojesterone acetate,Drug,N/A,,,
c103ec05-577d-4f64-85ec-54c361895198,,CIEL:1131;SNOMED:779197001,,"Rifampicine, Isoniazide, Ethambutol, pyrazinamide","Rifampicine, Isoniazide, Ethambutol, pyrazinamide",Drug,N/A,,,
606f9339-1430-4a00-8515-55095ef66c3b,,CIEL:1194;SNOMED:776414001,,"Rifampicine, Isoniazide","Rifampicine, Isoniazide",Drug,N/A,,,
7f27a5d2-cf2c-46da-a3c8-efaaa52c08e3,,UNK:9573221272,,Albendazole and Vitamin A Set,Albendazole en Vitamine A Set,MedSet,N/A,Albendazole;Vitamine A,,
03fd8509-dd26-4e5f-bb17-70b66dcb5ad4,,SNOMED:775177002,,Paracetamol & Chlorzoxasone,Paracetamol & Chlorzoxasone,Drug,N/A,,,
0aa49771-8ef2-49cb-aa5d-0e2c842a0a1b,,CIEL:83872;SNOMED:386842005,,Sevoflurane,Sevoflurane,Drug,N/A,,,
20cd9b9c-9821-43f9-b6e7-531796b7a624,,CIEL:84389;SNOMED:372724004,,Succinylcholine,Succinylcholine,Drug,N/A,,,
f296897c-9b91-41e7-9af0-46a3ac07b9ce,,CIEL:83475;SNOMED:372494005,,Rocuronium,Rocuronium,Drug,N/A,,,
1b5edd5a-bf63-4fdd-8913-bfbf107a19ab,,CIEL:86144;SNOMED:372883002,,Vecuronium,Vecuronium,Drug,N/A,,,
86852158-699f-4522-af42-205a9bc758ca,,CIEL:80532;SNOMED:373346001,,Neostigmine,Neostigmine,Drug,N/A,,,
12b05d95-1ff2-49bf-b09e-706681e2f2d0,,CIEL:76272;SNOMED:373492002,,Fentanyl,Fentanyl,Drug,N/A,,,
1f70df91-2f8e-4d68-a40f-a2a47a2c2761,,CIEL:85015;SNOMED:412605006,,Thiopental,Thiopental,Drug,N/A,,,
bc09e8b4-cd8f-4ffc-ae74-5db1d76aed11,,SNOMED:387150008,,Bupivacaine spinal heavy,Bupivacaine spinal heavy,Drug,N/A,,,
5c07fc3a-5bcd-4282-9717-f0a3fbfe6f7e,,CIEL:104584;SNOMED:775788003,,Lidocaine & Epinephrine,Lidocaine & Epinephrine,Drug,N/A,,,
8652f96c-4a08-4545-a466-42b485ea07b2,,UNK:6261765760,,Diphenidramine,Diphenidramine,Drug,N/A,,,
388ee6dc-41a5-478a-bc7c-2fdc9057ad23,,UNK:1738487742,,Complex B,Complex B,Drug,N/A,,,
ced8473f-fd48-4058-a44b-7d8fb1a28c31,,UNK:6251102900,,"Complex B (B1, B6, B12)","Complex B (B1, B6, B12)",Drug,N/A,,,
6ccf5902-c320-4367-88e4-211722dbfef8,,CIEL:461;SNOMED:412250002,,Multivitamin,Multivitamin,Drug,N/A,,,
82cc193d-f772-4868-9c7f-5260500c7540,,UNK:4340738022,,Multivitamin & Lysine,Multivitamin & Lysine,Drug,N/A,,,
a5f95187-9584-4bf6-abb7-536325edbca6,,CIEL:71589;SNOMED:43706004,,Ascorbic acid (Vit C),Ascorbic acid (Vit C),Drug,N/A,,,
f2bbf84c-646b-40a6-8265-6f6f9de694ab,,CIEL:86353;SNOMED:66656000,,Phytomenadione (Vit K),Phytomenadione (Vit K),Drug,N/A,,,
d58883a6-cd22-4d66-96dc-a2d3eace3d2e,,CIEL:82767;SNOMED:88878007,,Proteines,Protéines,Drug,N/A,,,
a7587ce7-f402-4ee3-b36b-4ab78d93d221,,CIEL:86672;SNOMED:86739005,,Zinc,Zinc,Drug,N/A,,,
d2b1ec52-b6e8-4646-be5b-6c5a850233b4,,CIEL:77413;SNOMED:372877000,,Heparin,Héparine,Drug,N/A,,,
cb8afacc-1b2c-493a-aad2-b67e69c73973,,CIEL:73602;SNOMED:386952008,,Clopidogrel,Clopidogrel,Drug,N/A,,,
4b0d1e15-abe9-4954-8a77-08c52f621a12,,CIEL:80704;SNOMED:387404004,,Nitroglycerin,Nitroglycérine,Drug,N/A,,,
24a723ac-3117-4772-aa2f-180bd7e2f026,,CIEL:71118;SNOMED:372821002,,Amiodarone,Amiodarone,Drug,N/A,,,
b78b18d6-b1ac-48dc-8111-5ab4ba588514,,CIEL:80704;SNOMED:387404004,,Nitroglycerin (Glycerine Trinitrate),Nitroglycérine (Glycerine Trinitrate),Drug,N/A,,,
91e206fa-fc82-43e1-a72b-dd1653b41428,,CIEL:78305;SNOMED:387332007,,Isosorbide dinitrate,Isosorbide dinitrate,Drug,N/A,,,
b87151c8-136b-4986-90bd-ca472176a08c,,CIEL:77675;SNOMED:387125005,,Hydralazine,Hydralazine,Drug,N/A,,,
2abaf024-1a07-4828-ad80-cff39e62c1f4,,CIEL:79723;SNOMED:373542000,,Methyldopa,Méthyldopa,Drug,N/A,,,
f9c6a3f8-a5d0-4034-ac77-e413c4b3c620,,CIEL:78599;SNOMED:372750000,,Labetalol,Labétalol,Drug,N/A,,,
428df146-4254-42d2-90cb-9a5d1bb95e3b,,CIEL:80598;SNOMED:372502001,,Nicardipine,Nicardipine,Drug,N/A,,,
2a1522a5-45f4-4cdd-ab7e-475724bdf32a,,SNOMED:387078006,,Sprironolactone,Sprironolactone,Drug,N/A,,,
0d935b47-6288-4856-b0b5-aa0f168dce69,,SNOMED:387490003,,Nifedepine SR,Nifédépine SR,Drug,N/A,,,
ba3cd2c4-d28f-4546-86d6-f6906fffc046,,CIEL:72944;SNOMED:386870007,,Carvedilol,Carvédilol,Drug,N/A,,,
8d8f4ed5-37b7-4eeb-b1d1-47ec84fedb18,,CIEL:79767;SNOMED:72770009,,Metoprolol tartrate,Métoprolol tartrate,Drug,N/A,,,
40e6108c-3561-4478-9df7-e5385277edd4,,SNOMED:372772003,,Propranalol,Propranalol,Drug,N/A,,,
94fad0f0-89b2-4489-9af0-043c4c40f529,,CIEL:81951;SNOMED:373505007,,Phenobarbital,Phénobarbital,Drug,N/A,,,
5b2fd057-c9f9-4603-b471-28b71c9ac864,,CIEL:82763;SNOMED:372630008,,Protamine,Protamine,Drug,N/A,,,
ddc56548-b688-4cd2-9402-0e2058407877,,CIEL:282;SNOMED:412222002,,Insulin regular,Insuline réguliere,Drug,N/A,,,
468716a5-6e90-42c1-b870-59ae0911875a,,SNOMED:66384003,,Insulin NPH,Insuline NPH,Drug,N/A,,,
6e1f9544-89f0-4fb4-a0b1-fa4d457da618,,CIEL:78056,,Insulin (Fast & Long Acting),Insuline (Action rapide et longue),Drug,N/A,,,
ce130684-6cc5-4495-8c9e-24997c4d897f,,SNOMED:52454007,,Albumin,Albumine,Drug,N/A,,,
2dbd29cf-a0bc-4bfc-bb20-95dfd8c05245,,CIEL:74653;SNOMED:372650007,,Dextran,Dextran,Drug,N/A,,,
02a15b77-9093-4265-b422-4c4b218fc489,,CIEL:84388;SNOMED:784335008,,Gelofusine,Gélofusine,Drug,N/A,,,
409beedf-4f72-4f1c-9478-908917c11a8f,,CIEL:72662;SNOMED:387377009,,Calcium chloride,Chlorure de calcium,Drug,N/A,,,
800bb234-aabc-449c-ad8e-7510446dc1b1,,CIEL:84041;SNOMED:387319002,,Sodium bicarbonate,Bicarbonate de soude,Drug,N/A,,,
861a302b-cb47-4fc4-82ac-65ba4e971ff9,,SNOMED:774510005,,Aluminum & Magnesium hydroxide & Simethicone,Simethicone et hydroxide de magnesium et aluminium,Drug,N/A,,,
93c9e6d7-71f0-4817-8e64-1c12469cff4c,,CIEL:72223;SNOMED:387075009,,Bisacodyl,Bisacodyl,Drug,N/A,,,
ecff0e05-2d5d-40b8-8112-22ee733b17a1,,CIEL:84090;SNOMED:116124008,,Sodium phosphate (Fleet's),Phosphate de sodium (Fleet's),Drug,N/A,,,
2f427b27-c1ba-43e8-a3e1-bda24d9ec103,,UNK:7598549181,,"Nitrofurasone, Neomycin, Dexamethasone (Otofuran®)","Nitrofurasone, Neomycin, Dexamethasone (Otofuran®)",Drug,N/A,,,
c2d40d92-735f-42fe-88e2-be50a53c8f97,,CIEL:78677;SNOMED:386926002,,Latanoprost,Latanoprost,Drug,N/A,,,
6f53a9b8-b484-4899-a020-033500546631,,SNOMED:373548001,,Trobramycin,Trobramycine,Drug,N/A,,,
cecfff9f-6e73-4c65-b4a2-43883973b0c5,,CIEL:78481;SNOMED:372501008,,Ketorolac,Kétorolac,Drug,N/A,,,
4bfe538d-32d9-40bc-84de-ff5dc043a301,,CIEL:84063;SNOMED:387578003,,Sodium hyaluronate,Hyaluronate de sodium,Drug,N/A,,,
56b34ea9-95f6-42ea-a582-fc513494602e,,CIEL:84893;SNOMED:372809001,,Tetracycline,Tétracycline,Drug,N/A,,,
23df848e-435a-4f8a-b6bc-27235b98e018,,CIEL:85132;SNOMED:372880004,,Timolol,Timolol,Drug,N/A,,,
e5a0d185-4c6a-42c8-a21e-e7436720d03c,,SNOMED:29129004,,Sodium hyaluronate & Oxymetazoline,Hyaluronate de sodium & Oxymetazoline,Drug,N/A,,,
8ebe6adf-72e3-495e-860f-c4a71ffc8016,,CIEL:84047;SNOMED:387390002,,Sodium chloride,Chlorure de sodium,Drug,N/A,,,
3ea490ec-60e1-446e-83ca-6f5d1da8c2e6,,CIEL:72343;SNOMED:386924004,,Brimonidine tartrate,Tartrate de brimonidine,Drug,N/A,,,
b39042a0-345a-478c-8f8c-91286aa066d6,,CIEL:72138;SNOMED:409276006,,Betaxolol,Bétaxolol,Drug,N/A,,,
04c434fc-ab58-4a4f-84c5-18e6eaa08646,,CIEL:103930;SNOMED:774910003,,Brimonidine & timolol,Brimonidine & timolol,Drug,N/A,,,
3d0fed4d-1fd4-44a4-99fd-d59401067134,,SNOMED:775692002,,Dorzolamine & timolol,Dorzolamine & timolol,Drug,N/A,,,
975c29db-ab3a-4c08-a3fb-829f79a6a7e8,,CIEL:82082;SNOMED:372895002,,Pilocarpine,Pilocarpine,Drug,N/A,,,
32ed8cb1-bc73-44aa-934d-bf7626154af8,,CIEL:74117;SNOMED:372869004,,Cyclopentolate,Cyclopentolate,Drug,N/A,,,
c5e3d595-76ae-4bf0-81d2-b3db54c36e6b,,SNOMED:373465008,,Propacaine,Propacaine,Drug,N/A,,,
8d6744e1-4607-4cef-abd6-0827113e9cbe,,CIEL:81996;SNOMED:372771005,,Phenylephrine,Phenylephrine,Drug,N/A,,,
e1b3ec78-175f-449b-a689-250641da6a05,,SNOMED:776388006,,Salbutamol & Iprotopium bromide,Salbutamol & bromure de Iprotopium,Drug,N/A,,,
b2841832-add7-4c6d-aa6e-425b97bb717d,,CIEL:70468,,Alcohol,Alcohol,Drug,N/A,,,
66010c7d-dd21-4f83-b950-e2fff1ff6a73,,CIEL:73263;SNOMED:373568007,,Chlorhexidine,Chlorhexidine,Drug,N/A,,,
cee47202-131e-46b9-8d23-3321cc03f750,,UNK:6326579762,,Eucerin,Eucerin,Drug,N/A,,,
f3ea42fb-f51f-4083-8b63-d787f8e991c5,,CIEL:105161;SNOMED:31872002,,Phenylephrine & pramoxine,Phenylephrine & pramoxine,Drug,N/A,,,
73bbac06-6b84-4d1c-b961-9fd6437ba89f,,SNOMED:111089004,,Mineral oil,Huile minérale,Drug,N/A,,,
dd850b07-d068-441b-a4e9-a806b4f8f004,,SNOMED:370330005,,Neomycin & Bacitracin,Néomycine & Bacitracine,Drug,N/A,,,
5b1d3ede-3a08-4939-9b37-887bb63f68f9,,SNOMED:4681002,,Permanganate potassium,Permanganate de potassium,Drug,N/A,,,
6985c680-2c42-440a-bbbf-bedeeefe71e7,,CIEL:81861;SNOMED:25307002,,Petrolatum,Pétrolatum,Drug,N/A,,,
f7ae1d83-7687-45da-8327-8bf5532618e9,,CIEL:82384;SNOMED:386989006,,Povidone iodine,Povidone iodine,Drug,N/A,,,
89e4c545-85af-4d9c-9e8c-c8e54f815cf0,,CIEL:83920;SNOMED:387112002,,Silver sulfadiazine,Sulfadiazine argentique,Drug,N/A,,,
407ff256-aa15-4dac-92c1-8173ba46232c,,SNOMED:75247008,,Benzathine penicillin,Benzathine pénicilline,Drug,N/A,,,
2bcf9bff-87d5-4abc-b95b-e212f6861dc5,,SNOMED:323389000,,Benzyl penicillin,Benzyl pénicilline,Drug,N/A,,,
aee293c2-1ca7-413e-b85a-50ae41bc5305,,SNOMED:387246005,,Benzyl penicillin Procaine,Benzyl pénicilline procaine,Drug,N/A,,,
1605530b-1d7a-4a66-bb68-9be3c40d0c74,,CIEL:73087;SNOMED:387304003,,Cefalexin,Céfalexine,Drug,N/A,,,
a93ad5bd-6f39-45d1-8fa7-d21c5bbc7ddd,,CIEL:73018;SNOMED:372704003,,Cefotaxime,Céfotaxime,Drug,N/A,,,
404e784f-e4d8-427d-ad64-196348672168,,CIEL:75842;SNOMED:372694001,,Erythromycin,Erythromycine,Drug,N/A,,,
9019b2e5-62fd-4238-b448-909a44f845ca,,CIEL:100;SNOMED:387321007,,Gentamicin,Gentamicine,Drug,N/A,,,
36d8bcf5-01f1-4c60-ac78-a7b5ccd31f2d,,CIEL:83028;SNOMED:47857006,,Quinine sulfate,Sulfate de quinine,Drug,N/A,,,
facb9b18-efad-4c4f-8855-0d20316a9326,,UNK:1769687598,,Serum antitetatique,Serum antitetatique,Drug,N/A,,,
41f47998-29ae-4f21-ad8c-32c50d0939f6,,CIEL:86082;SNOMED:372735009,,Vancomycin,Vancomycine,Drug,N/A,,,
ab684df6-849b-42f7-84db-e4d974d3941c,,CIEL:768;SNOMED:776413007,,Rifampicin & Isoniazide & Pyrazinamide,Rifampicine & Isoniazide & Pyrazinamide,Drug,N/A,,,
a75e7808-8b0a-4fbd-9ec9-244d632d71a8,,CIEL:159851;SNOMED:775858002,,Rifampicin & Izsoniazide & Ethambutol,Rifampicine & Izsoniazide & Ethambutol,Drug,N/A,,,
f292890a-e7ea-4dc8-b505-79e329e31b52,,CIEL:70056;SNOMED:387005008,,Abacavir (ABC),Abacavir (ABC),Drug,N/A,,,
5c8b92d4-a633-4d47-bb89-b08a65aea42e,,CIEL:159809;SNOMED:878898002,,Atazanavir & Ritonavir,Atazanavir & Ritonavir,Drug,N/A,,,
