id,name,categ_id/id,type,uom_id/id,uom_po_id/id,invoice_policy,x_concept_source,x_concept_code,x_drug_strength
init.824dcc1b-27b7-459c-8f41-026b3af8dbe4,Fongobacter Rince Bouche,init.categ_products_drug_orders,product,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,Ordered quantities,https://unknown.org,6344838614,N/A
init.eff805bf-db0e-4adf-9a3d-9a5039083016,Furosemide Co 40mg,init.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,Ordered quantities,https://cielterminology.org,76734,40mg
init.109ca9ff-5a43-42bd-b039-ba08c683ebb5,Furosemide Injection vial 20 mg,init.categ_products_drug_orders,product,init.6705f17a-242e-44dc-87fa-ed6a15f2a1cb,init.6705f17a-242e-44dc-87fa-ed6a15f2a1cb,Ordered quantities,https://cielterminology.org,76734,vial 20mg
init.6e7bf710-843e-4bc3-b233-f40b09481276,Galocur 15%,init.categ_products_drug_orders,product,init.de57d5f9-4eba-4a92-9b6f-f8edff118ad1,init.de57d5f9-4eba-4a92-9b6f-f8edff118ad1,Ordered quantities,https://cielterminology.org,72075,0.15
init.f8b1ef4c-66b6-4520-addc-ee58dd011c65,Gastrogel Sirop,init.categ_products_drug_orders,product,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,Ordered quantities,https://cielterminology.org,944,N/A
init.b71cea8f-ce37-4956-8ac6-324ee5b6daa0,Gentamicine goutte,init.categ_products_drug_orders,product,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,Ordered quantities,https://cielterminology.org,100,N/A
init.a67aaa3a-0e89-4bb7-abf0-54eb6edbecad,Globugen Sirop,init.categ_products_drug_orders,product,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,Ordered quantities,http://snomed.info/sct/,775952002,N/A
init.80143eee-aad0-42bc-885c-7b84fa9d9f44,Glybenclamide Co 5mg,init.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,Ordered quantities,https://cielterminology.org,159458,5mg
init.17e9b385-de8b-4d60-a7de-c37cbe2a3d1c,Gouttes Nasale 0.9%,init.categ_products_drug_orders,product,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,Ordered quantities,https://cielterminology.org,80804,0.009
init.3543c654-0834-4c90-982c-5e277005c15d,Griseofulvine Co 500mg,init.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,Ordered quantities,http://snomed.info/sct/,372807004,500mg
init.a491df48-4a2f-4f4a-a1b0-8bde19af5fb3,Griseofulvine Sirop 125mg,init.categ_products_drug_orders,product,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,Ordered quantities,http://snomed.info/sct/,372807004,125mg
init.74ae589d-140f-4b2e-a040-d3ad09148f3f,Hydrochlorothiazide Co 50mg,init.categ_products_essential_drugs_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,Ordered quantities,https://cielterminology.org,77696,50mg
init.d07d5371-355c-4c61-9469-3f354f7edd5e,Hydrocortisone creme 1%,init.categ_products_drug_orders,product,init.de57d5f9-4eba-4a92-9b6f-f8edff118ad1,init.de57d5f9-4eba-4a92-9b6f-f8edff118ad1,Ordered quantities,https://cielterminology.org,77714,0.01
init.baa212eb-23a2-43c4-b2ac-badf95eac406,Hydrocortisone Injection vial 100 mg,init.categ_products_drug_orders,product,init.5de903e6-2a66-4253-891d-86558e1282d2,init.5de903e6-2a66-4253-891d-86558e1282d2,Ordered quantities,https://cielterminology.org,77714,vial 100mg
init.daf6e832-5615-44ce-a512-6f1c239245d9,Hyoscine Butylbromide Injection vial 20 mg,init.categ_products_drug_orders,product,init.5de903e6-2a66-4253-891d-86558e1282d2,init.5de903e6-2a66-4253-891d-86558e1282d2,Ordered quantities,https://cielterminology.org,431,vial 20mg
init.f05dd6ca-43d0-45ea-93ef-8d82483bbdc9,Ibuprofene Co 400 mg,init.categ_products_essential_drugs_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,Ordered quantities,https://cielterminology.org,77897,400mg
init.3b3e2029-84c4-4472-85b4-a1f1af0885b6,Insuline R 100 IU/1 ml,init.categ_products_drug_orders,product,init.8574ffb1-222d-4a11-97c9-7e401c59e2b1,init.8574ffb1-222d-4a11-97c9-7e401c59e2b1,Ordered quantities,https://cielterminology.org,78056,100IU/1ml
init.5b420f3b-7584-4934-b457-91d6f94ff6b7,Ketoconazole Co 200 mg,init.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,Ordered quantities,https://cielterminology.org,78476,200mg
init.92247357-ccd3-4f83-9362-f40a103f4cd4,Ketoconazole creme 2%,init.categ_products_drug_orders,product,init.de57d5f9-4eba-4a92-9b6f-f8edff118ad1,init.de57d5f9-4eba-4a92-9b6f-f8edff118ad1,Ordered quantities,https://cielterminology.org,78476,0.02
init.c00019ed-8b20-4445-891e-6de8fd9e6d33,Ketoconazole Savon 2%,init.categ_products_drug_orders,product,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,Ordered quantities,https://cielterminology.org,78476,0.02
init.aa42752c-af45-449c-ae9f-30c6e272cee4,Ketoconazole Shampooing 2%,init.categ_products_drug_orders,product,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,Ordered quantities,https://cielterminology.org,78476,0.02
init.5360f695-a3e2-4593-9426-69ef43781877,Losartan Co 5mg,init.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,Ordered quantities,https://cielterminology.org,79074,5mg
init.095f2aaa-351b-4848-9039-87bf67e2e97b,Metformin Co 500mg,init.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,Ordered quantities,https://cielterminology.org,79651,500mg
init.7a563628-d9c4-4a25-8193-207199051785,Metoclopramide Co 10 mg,init.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,Ordered quantities,https://cielterminology.org,79755,10mg
init.66319a6e-d296-4929-b7ed-b2ff8e108bc9,Metoclopramide Injection vial 10 mg,init.categ_products_essential_drugs_orders,product,init.5de903e6-2a66-4253-891d-86558e1282d2,init.5de903e6-2a66-4253-891d-86558e1282d2,Ordered quantities,https://cielterminology.org,79755,vial 10mg
init.2421535d-e55e-4fa0-9dd5-039d8a63ed6a,Metoclopramide Sirop 5 mg/5ml,init.categ_products_drug_orders,product,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,Ordered quantities,https://cielterminology.org,79755,5mg/5ml
init.5690d13c-595b-4e29-bc7f-711afc8e7a16,Metronidazole Co 500mg,init.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,Ordered quantities,https://cielterminology.org,79782,500mg
init.c933dc30-36f6-471f-bca6-53d8a682dce1,Metronidazole et Nystatin Ovules Vaginales 500mg+100000UI,init.categ_products_drug_orders,product,init.e946eb88-c6ce-481a-8f76-a979f684fada,init.e946eb88-c6ce-481a-8f76-a979f684fada,Ordered quantities,https://cielterminology.org,79782,500mg+100000UI
init.1f17613f-0e53-4609-9856-558ed43e085d,Metronidazole Sirop 250mg,init.categ_products_drug_orders,product,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,Ordered quantities,https://cielterminology.org,79782,250mg
init.b35c87c8-fb39-4ca4-aae9-0986349c5eaf,MGSO4 25%,init.categ_products_drug_orders,product,init.5de903e6-2a66-4253-891d-86558e1282d2,init.5de903e6-2a66-4253-891d-86558e1282d2,Ordered quantities,https://cielterminology.org,79224,0.25
init.069bfea7-8d3b-4887-a7bb-98557a210c61,Miconazol creme 2%,init.categ_products_drug_orders,product,init.de57d5f9-4eba-4a92-9b6f-f8edff118ad1,init.de57d5f9-4eba-4a92-9b6f-f8edff118ad1,Ordered quantities,http://snomed.info/sct/,372738006,0.02
init.9eb0a661-f27b-472e-a35d-04dc1dba0860,Microgynon 30,init.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,Ordered quantities,http://snomed.info/sct/,779205005,N/A
init.f543f2cd-58e5-4c65-9398-cbbc5616a6aa,Microgynon 30 (MSPP),init.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,Ordered quantities,http://snomed.info/sct/,779205005,N/A
init.61444a80-77b6-4986-b9c1-07eab731ce28,Microlut 30,init.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,Ordered quantities,https://cielterminology.org,78796,N/A
init.25dc03a6-b2ca-46d5-8121-43ab025b3e9c,Neomycine creme 5m/g,init.categ_products_drug_orders,product,init.de57d5f9-4eba-4a92-9b6f-f8edff118ad1,init.de57d5f9-4eba-4a92-9b6f-f8edff118ad1,Ordered quantities,https://cielterminology.org,80514,5m/g
init.057862ef-9fe0-40c8-8955-3149b25c4a70,Nifedipine Co 20mg,init.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,Ordered quantities,https://cielterminology.org,80637,20mg
init.5650eb5e-97e5-45ed-8b61-46920d3bbc43,Normal Saline 0.45%,init.categ_products_drug_orders,product,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,Ordered quantities,https://cielterminology.org,80804,0.0045
init.31fe8ffe-3a78-435c-81b2-153fa11deb32,Normal Saline 0.9%,init.categ_products_drug_orders,product,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,Ordered quantities,https://cielterminology.org,80804,0.009
init.e5574e71-17ea-434f-8649-eba766be4087,Nystatin creme vaginale 100 000 UI/g,init.categ_products_drug_orders,product,init.de57d5f9-4eba-4a92-9b6f-f8edff118ad1,init.de57d5f9-4eba-4a92-9b6f-f8edff118ad1,Ordered quantities,https://cielterminology.org,80945,100000UI/g
init.9e1837cf-0e08-41b0-90c0-11bdd0c4c046,Nystatin Sirop 100 000 ui,init.categ_products_drug_orders,product,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,Ordered quantities,https://cielterminology.org,80945,100000UI
init.c10cc9b5-c1ec-4d73-9192-9dc6b40e16f9,Omeprazole Co 20 mg,init.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,Ordered quantities,https://cielterminology.org,81041,20mg
init.26dd80d3-f868-424f-977b-a9ca47eb552f,Omeprezole Injection 40 mg,init.categ_products_drug_orders,product,init.5de903e6-2a66-4253-891d-86558e1282d2,init.5de903e6-2a66-4253-891d-86558e1282d2,Ordered quantities,https://cielterminology.org,81041,40mg
init.3171aeb3-5475-4ea2-b662-531f0c732716,Ophtalmide Gouttes,init.categ_products_drug_orders,product,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,Ordered quantities,https://cielterminology.org,84453,N/A
init.c3e48c79-8b02-4442-9480-8f656a353b89,Othorinol Gouttes 30mg,init.categ_products_drug_orders,product,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,Ordered quantities,https://cielterminology.org,71390,30mg
init.0eb3825f-3a8d-4053-abcf-d886f079cc3f,Pentavalent Vaccine,init.categ_products_drug_orders,product,init.5de903e6-2a66-4253-891d-86558e1282d2,init.5de903e6-2a66-4253-891d-86558e1282d2,Ordered quantities,https://cielterminology.org,1685,
init.abc74eaf-ede5-4e86-b884-40a686e31d22,Perméthrine crème,init.categ_products_drug_orders,product,init.de57d5f9-4eba-4a92-9b6f-f8edff118ad1,init.de57d5f9-4eba-4a92-9b6f-f8edff118ad1,Ordered quantities,https://cielterminology.org,81834,N/A
init.d2baaffd-5f66-4c89-8e64-06cb437e8c24,Plumpy Nut,init.categ_products_drug_orders,product,init.e6727dc7-967d-4bf6-9caf-af8a4997a62d,init.e6727dc7-967d-4bf6-9caf-af8a4997a62d,Ordered quantities,https://unknown.org,0866135662,
init.78e814ac-0974-41cc-8283-4487ccf32370,Prednisone Co 5 mg,init.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,Ordered quantities,https://cielterminology.org,82453,5mg
init.7a1398d1-4667-4123-8633-db03f53299c2,Primaquine Co 7.5 mg,init.categ_products_essential_drugs_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,Ordered quantities,https://cielterminology.org,82521,7.5mg
init.f9f91d79-da1d-4c83-843f-ce46d2fb4568,Propranolol 40mg,init.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,Ordered quantities,https://cielterminology.org,82732,40mg
init.b5b194a3-efc9-47b0-8406-db87092c23e2,Rapidal Plus 162.5 mg + 100 mg,init.categ_products_drug_orders,product,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,Ordered quantities,http://snomed.info/sct/,1172855009,162.5mg+100mg
init.667682cc-6731-4784-acdc-c7fb7c98d15a,RH,init.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,Ordered quantities,https://cielterminology.org,1194,N/A
init.62a34f17-e83c-4dbc-b53b-9a7f9478501a,RHEZ,init.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,Ordered quantities,https://cielterminology.org,1131,N/A
init.79c12ca2-0755-4bf4-b509-8c72239536f9,Ringer Lactate,init.categ_products_essential_drugs_orders,product,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,Ordered quantities,https://unknown.org,4139701832,N/A
init.bb09383f-883c-4034-b38a-16ce564a31ed,Sac collecteur + Foley,init.categ_products_drug_orders,product,init.5de903e6-2a66-4253-891d-86558e1282d2,init.5de903e6-2a66-4253-891d-86558e1282d2,Ordered quantities,,,
init.0f4627ca-7bb4-414f-a07e-5d24c0d3a442,Salbutamol Co 4 mg,init.categ_products_essential_drugs_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,Ordered quantities,https://cielterminology.org,798,4 mg
init.3099b446-010e-426a-ba02-bf62f1077f2e,Salbutamol Pompe,init.categ_products_drug_orders,product,init.1957f9ad-2d7c-4bc3-ac8e-527849c7bd98,init.1957f9ad-2d7c-4bc3-ac8e-527849c7bd98,Ordered quantities,https://cielterminology.org,798,N/A
init.d39b535c-9a32-49c1-b339-e512d811c44d,Salbutamol Sirop 2 mg/5 ml,init.categ_products_drug_orders,product,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,Ordered quantities,https://cielterminology.org,798,2mg/5ml
init.8f9e67c9-816b-4beb-9c23-b275fddfd277,Serum de rehydratation oral,init.categ_products_essential_drugs_orders,product,init.1fd95743-5a10-4c67-8626-a4fd1a4c620a,init.1fd95743-5a10-4c67-8626-a4fd1a4c620a,Ordered quantities,http://snomed.info/sct/,1204308002,
init.fa6a2b57-4099-4618-a3c9-7397bc36def5,Sérum antitétanique (SAT),init.categ_products_drug_orders,product,init.6705f17a-242e-44dc-87fa-ed6a15f2a1cb,init.6705f17a-242e-44dc-87fa-ed6a15f2a1cb,Ordered quantities,http://snomed.info/sct/,1204308002,N/A
init.e5e8b45b-83db-4a9d-8cd4-398c4e8081fa,Simvastatin Co 20mg,init.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,Ordered quantities,https://cielterminology.org,83936,20mg
init.4bc79437-2259-4f7a-86c6-0a6570f8bdf5,Soluzinc sirop,init.categ_products_drug_orders,product,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,Ordered quantities,http://snomed.info/sct/,387367007,N/A
init.ff3576e9-5c64-432a-9cc4-de46e808a290,Tetracycline Ophtalmique,init.categ_products_drug_orders,product,init.de57d5f9-4eba-4a92-9b6f-f8edff118ad1,init.de57d5f9-4eba-4a92-9b6f-f8edff118ad1,Ordered quantities,http://snomed.info/sct/,372809001,N/A
init.2b6dca2c-1499-4724-8648-42d996a57c6d,Tilvit Sirop,init.categ_products_drug_orders,product,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,init.e0f3730a-8fdb-436f-9ed7-1a724801ecc5,Ordered quantities,http://snomed.info/sct/,412250002,N/A
init.85000244-5a6c-4ad5-98c1-49f7eaf69fc5,Tramadol Injection vial 100 mg,init.categ_products_drug_orders,product,init.5de903e6-2a66-4253-891d-86558e1282d2,init.5de903e6-2a66-4253-891d-86558e1282d2,Ordered quantities,https://cielterminology.org,85275,vial 100mg
init.c45207c8-3ef0-421f-8656-6436f37b2c2f,Vaccin antipoliomyelitique inactive (VPI),init.categ_products_drug_orders,product,init.5de903e6-2a66-4253-891d-86558e1282d2,init.5de903e6-2a66-4253-891d-86558e1282d2,Ordered quantities,https://cielterminology.org,1422,
init.78fac6b5-3b16-4b00-bd2a-f3bc29eb57ac,Vaccin diphterique tetanique (dT),init.categ_products_drug_orders,product,init.5de903e6-2a66-4253-891d-86558e1282d2,init.5de903e6-2a66-4253-891d-86558e1282d2,Ordered quantities,https://cielterminology.org,17,
init.2de371f9-03e3-449d-8304-71311d831680,Vaccin diphterique tetanique coquelucheux (DTP),init.categ_products_drug_orders,product,init.5de903e6-2a66-4253-891d-86558e1282d2,init.5de903e6-2a66-4253-891d-86558e1282d2,Ordered quantities,https://cielterminology.org,781,
init.cceba115-7519-4bba-b7a6-99641fb66e25,Vaccin pneumocoque (PCV13),init.categ_products_drug_orders,product,init.5de903e6-2a66-4253-891d-86558e1282d2,init.5de903e6-2a66-4253-891d-86558e1282d2,Ordered quantities,https://cielterminology.org,82215,
init.be76a5e6-e6a0-485b-baab-622111070445,Vaccin polio oral (VPO),init.categ_products_drug_orders,product,init.5de903e6-2a66-4253-891d-86558e1282d2,init.5de903e6-2a66-4253-891d-86558e1282d2,Ordered quantities,https://cielterminology.org,783,
init.47a64fc7-febd-4d83-857d-371d061475f4,Vaccin rotavirus,init.categ_products_drug_orders,product,init.5de903e6-2a66-4253-891d-86558e1282d2,init.5de903e6-2a66-4253-891d-86558e1282d2,Ordered quantities,https://cielterminology.org,83531,
